"","titles_vec","labels_vec","word_counts_vec","sent_counts_vec","para_counts_vec","commas_vec","sent_comma_freq_vec","para_comma_freq_vec","words_per_sentence_vec","words_per_paragraph_vec","sents_per_paragraph_vec","consecutive_counts_vec","consecutive_repeat_freq_vec","syll_and_word_freq_vec","polsyll_and_word_freq_vec","syll_and_sent_freq_vec","polsyll_and_sent_freq_vec","unique_counts_vec","type_token_ratio_vec","mean_usage_frequency_vec","numeric_labels_vec"
"1","absalomAbsalom","lyrical",132668,3027,569,7519,2.48397753551371,13.2144112478032,43.8282127518996,233.15992970123,5.31985940246046,326,0.107697390155269,1.3437302137667,0.0627807760726023,58.8932936901222,2.75156921043938,8981,0.0676952995447282,14.7720743792451,1
"2","billyBudd","lyrical",30743,1137,288,2061,1.81266490765171,7.15625,27.0386983289358,106.746527777778,3.94791666666667,40,0.0351802990325418,1.52587580912728,0.131607195133852,41.2576956904134,3.5584872471416,5773,0.187782584653417,5.32530746578902,1
"3","bloodMeridian","lyrical",115200,7552,2640,1924,0.254766949152542,0.728787878787879,15.2542372881356,43.6363636363636,2.86060606060606,811,0.107388771186441,1.27447916666667,0.0469010416666667,19.4412076271186,0.715439618644068,10079,0.0874913194444444,11.4297053279095,1
"4","eureka","lyrical",38566,1088,255,3476,3.19485294117647,13.6313725490196,35.4466911764706,151.239215686275,4.26666666666667,71,0.0652573529411765,1.61930197583364,0.1769952808173,57.3988970588235,6.27389705882353,4194,0.108748638697298,9.19551740581784,1
"5","gravitysRainbow","lyrical",330351,18847,5669,31565,1.6748023558126,5.56800141118363,17.5280415981323,58.273240430411,3.32457223496207,785,0.0416511911710086,1.41125651201298,0.0861296015450233,24.7365628481987,1.50968323871173,26428,0.0799997578333349,12.500037838656,1
"6","heartOfDarkness","lyrical",39085,2402,197,2870,1.19483763530391,14.5685279187817,16.2718567860117,198.401015228426,12.1928934010152,227,0.0945045795170691,1.35215555839836,0.0762184981450684,22.0020815986678,1.24021648626145,5418,0.138620954330306,7.21391657438169,1
"7","lifeAndTimesOfMichaelK","lyrical",66354,4253,762,3762,0.884552080884082,4.93700787401575,15.6016929226428,87.0787401574803,5.58136482939633,327,0.0768869033623325,1.27157368056183,0.0450764083551858,19.8387020926405,0.703268281213261,6564,0.0989239533411701,10.1087751371115,1
"8","lolita","lyrical",112193,5169,1189,8783,1.6991681176243,7.38687973086627,21.7049719481524,94.3591253153911,4.34735071488646,347,0.0671309731089186,1.41922401575856,0.093829383294858,30.8042174501838,2.03656413232734,14113,0.12579216172132,7.94962091688514,1
"9","mobyDick","lyrical",214183,7381,2434,16135,2.18601815472158,6.62900575184881,29.0181547215824,87.9963023829088,3.03245686113394,262,0.0354965451835795,1.37408664553209,0.0819999719865722,39.8734588809104,2.37948787427178,16747,0.0781901458098915,12.7893354033558,1
"10","mrsDalloway","lyrical",64267,3405,754,6098,1.79089574155653,8.08753315649867,18.8743024963289,85.2347480106101,4.5159151193634,265,0.0778267254038179,1.38318265984098,0.0780338276253754,26.1066079295154,1.47283406754772,7088,0.110289884388566,9.06701467268623,1
"11","orlando","lyrical",79547,3292,451,6047,1.8368772782503,13.4079822616408,24.163730255164,176.379157427938,7.29933481152993,243,0.0738153098420413,1.35302399839089,0.0751253975637045,32.6941069258809,1.81530984204131,9397,0.118131419160999,8.4651484516335,1
"12","paleFire","lyrical",68132,2546,971,4387,1.72309505106049,4.51802265705458,26.7604084838963,70.1668383110196,2.62203913491246,150,0.0589159465828751,1.44999412904362,0.106073504373862,38.8024351924588,2.83857030636292,11456,0.168144190688663,5.94727653631285,1
"13","portraitOfTheArtist","lyrical",84927,4452,2208,4258,0.956424079065588,1.92844202898551,19.0761455525606,38.4633152173913,2.01630434782609,421,0.0945642407906559,1.34533187325586,0.0649498981478211,25.6637466307278,1.23899371069182,9190,0.10821058085179,9.24124047878128,1
"14","pym","lyrical",100954,3680,625,8674,2.3570652173913,13.8784,27.433152173913,161.5264,5.888,284,0.0771739130434783,1.45418705549062,0.109227965211879,39.8929347826087,2.99646739130435,9170,0.0908334488975177,11.0091603053435,1
"15","somethingHappened","lyrical",190235,14994,5124,9857,0.657396291850073,1.92369242779079,12.687408296652,37.126268540203,2.92622950819672,2252,0.150193410697612,1.33369779483271,0.0680421583830525,16.921168467387,0.86327864479125,12694,0.0667279943228113,14.9862139593509,1
"16","theGreatGatsby","lyrical",48818,3296,1589,2971,0.901395631067961,1.86972938955318,14.811286407767,30.7224669603524,2.07426054122089,190,0.0576456310679612,1.35902740792331,0.0738047441517473,20.1289441747573,1.0931432038835,5959,0.122065631529354,8.1923141466689,1
"17","thePedersenKid","lyrical",23702,2622,789,1036,0.395118230358505,1.31305449936629,9.03966437833715,30.0405576679341,3.32319391634981,269,0.102593440122044,1.18036452620032,0.0209686946249262,10.6700991609458,0.189549961861175,2442,0.103029280229516,9.70597870597871,1
"18","thePictureOfDorianGray","lyrical",79289,6251,1524,5360,0.857462805951048,3.51706036745407,12.6842105263158,52.0269028871391,4.10170603674541,505,0.0807870740681491,1.33343843408291,0.0638928476837897,16.9136138217885,0.810430331147016,7113,0.0897097958102637,11.1470546885983,1
"19","theRainbow","lyrical",187559,12278,4524,15133,1.23252972796872,3.34504862953139,15.2760221534452,41.4586648983201,2.71396993810787,1163,0.094722267470272,1.34605644090659,0.0691409103268838,20.5623880110767,1.05619807786284,11237,0.0599118144157305,16.6911987185192,1
"20","theRoad","lyrical",58702,6533,2467,814,0.124598193785397,0.329955411430888,8.98545844175723,23.7948925820835,2.64815565464126,643,0.0984233889484157,1.20202037409288,0.0258083199890975,10.800704117557,0.231899586713608,4776,0.0813600899458281,12.2910385259631,1
"21","theSerpent","lyrical",172685,13587,4984,15251,1.12247000809597,3.05999197431782,12.7095753293589,34.6478731942215,2.72612359550562,1130,0.0831677338632516,1.33727886035267,0.0671569620986189,16.9962464120115,0.8535364686833,10491,0.0607522367316212,16.4602993041655,1
"22","theSoundAndTheFury","lyrical",96472,9197,3208,5199,0.565293030335979,1.62063591022444,10.4895074480809,30.072319201995,2.86689526184539,569,0.0618680004349244,1.23239903806286,0.0288995770793598,12.9272588887681,0.303142329020333,6123,0.063469193133759,15.7556753225543,1
"23","toTheLighthouse","lyrical",69905,3401,495,6500,1.91120258747427,13.1313131313131,20.5542487503675,141.222222222222,6.87070707070707,319,0.0937959423698912,1.329675988842,0.0575352263786567,27.3304910320494,1.18259335489562,6773,0.0968886345754953,10.3211280082681,1
"24","underTheVolcano","lyrical",138612,7559,2086,12406,1.64122238391322,5.94726749760307,18.3373462098161,66.4487056567593,3.62368168744008,386,0.0510649556819685,1.4232533979742,0.0943569099356477,26.0986903029501,1.73025532477841,13781,0.0994214065160304,10.0581960670488,1
"25","wideSargassoSea","lyrical",47349,4278,1175,2657,0.621084618980832,2.26127659574468,11.0680224403927,40.2970212765957,3.64085106382979,328,0.0766713417484806,1.24068090139179,0.0397051680077721,13.731884057971,0.439457690509584,3876,0.0818602293607046,12.2159442724458,1
"26","womenInLove","lyrical",182657,12829,6012,15044,1.17265570192533,2.50232867598137,14.2378205627874,30.3820691949434,2.13389886892881,888,0.069218177566451,1.36709241912437,0.0770460480572877,19.4644165562398,1.09696780731156,11265,0.0616729717448551,16.2145583666223,1
"27","aStudyInScarlet","detective",43901,2616,811,2951,1.12805810397554,3.6387176325524,16.7817278287462,54.1319358816276,3.22564734895191,148,0.0565749235474006,1.34812418851507,0.0758069292271247,22.6238532110092,1.27217125382263,5665,0.129040340766725,7.7495145631068,1
"28","theAngelOfTerror","detective",63264,4413,2429,4474,1.01382279628371,1.84191025113215,14.3358259687288,26.0452861259778,1.81679703581721,217,0.0491728982551552,1.3463739251391,0.0734224835609509,19.3013822796284,1.05257194652164,6102,0.0964529590288316,10.3677482792527,1
"29","theAshielMystery","detective",87401,4506,1620,6305,1.39924545051043,3.89197530864198,19.3965823346649,53.9512345679012,2.78148148148148,248,0.0550377274744785,1.33654077184472,0.0686719831580874,25.9243231247226,1.33200177541056,7098,0.0812118854475349,12.3134685826994,1
"30","theBigSleep","detective",66911,6516,1979,2649,0.406537753222836,1.33855482566953,10.2687231430325,33.8105103587671,3.29257200606367,676,0.103744628606507,1.25040725740162,0.0382896683654407,12.8400859422959,0.393186003683241,5690,0.0850383345040427,11.7594024604569,1
"31","theBrandOfSilence","detective",59094,4745,2067,3753,0.790937829293994,1.81567489114659,12.4539515279241,28.589259796807,2.29559748427673,310,0.065331928345627,1.29735675364673,0.0556740108978915,16.1572181243414,0.69336143308746,3991,0.0675364673232477,14.8068153345026,1
"32","theCircularStaircase","detective",70631,4797,1623,5381,1.1217427558891,3.3154651879236,14.7239941630186,43.5187923598275,2.95563770794824,308,0.064206795914113,1.33390437626538,0.0656652178222027,19.6404002501563,0.966854283927455,5860,0.0829664028542708,12.0530716723549,1
"33","theDaffodilMystery","detective",68379,4561,2300,4523,0.99166849375137,1.96652173913043,14.9921069940802,29.73,1.98304347826087,296,0.0648980486735365,1.35648371576069,0.0748767896576434,20.3365490024118,1.12256084192063,5786,0.0846166220623291,11.8180089872105,1
"34","theHandInTheDark","detective",107560,6216,2205,5938,0.955276705276705,2.69297052154195,17.3037323037323,48.7800453514739,2.81904761904762,445,0.0715894465894466,1.4107195983637,0.0958906656749721,24.4107142857143,1.65926640926641,8483,0.0788676087764968,12.6794766002593,1
"35","theInnocenceOfFatherBrown","detective",79438,4260,1483,5459,1.28145539906103,3.68105192178018,18.6474178403756,53.565745111261,2.87255563047876,301,0.0706572769953052,1.36870263601803,0.0769153301946172,25.5227699530516,1.43427230046948,8009,0.100820765880309,9.91859158446747,1
"36","theLadyInBlue","detective",78625,9459,1091,9556,1.01025478380378,8.75893675527039,8.31218944920182,72.0669110907424,8.67002749770852,546,0.0577228036790358,1.34556438791733,0.0739332273449921,11.1845861084681,0.614546992282482,5923,0.0753322734499205,13.2745230457538,1
"37","theLeavenworthCase","detective",110218,6133,3066,8610,1.40388064568727,2.80821917808219,17.971302788195,35.9484670580561,2.0003261578604,243,0.0396217185716615,1.3783138870239,0.0856756609628191,24.7700962008805,1.53970324474156,7142,0.0647988531818759,15.4323718846262,1
"38","theMaxwellMystery","detective",60289,3508,1911,5120,1.45952109464082,2.67922553636839,17.1861459521095,31.5484039769754,1.83568812140241,193,0.0550171037628278,1.35903730365407,0.0785383735009703,23.3566134549601,1.34977194982896,4979,0.082585546285392,12.1086563566981,1
"39","theMoonRock","detective",107804,7184,2216,5546,0.771993318485523,2.50270758122744,15.0061247216036,48.6480144404332,3.24187725631769,462,0.0643095768374165,1.37991169158844,0.0832622166153389,20.7071269487751,1.24944320712695,8482,0.0786798263515268,12.7097382692761,1
"40","theMoonstone","detective",197369,11417,3607,14420,1.26302881667689,3.99778209037982,17.287290882018,54.7183254782368,3.16523426670363,790,0.0691950599982482,1.3811236820372,0.0834021553536776,23.8758868354209,1.44179731978628,8997,0.0455846662849789,21.9372012893187,1
"41","theMysteryOfRoom75","detective",48754,2818,758,3508,1.24485450674237,4.62796833773087,17.3009226401703,64.3192612137203,3.71767810026385,207,0.0734563520227111,1.33441358657751,0.0726299380563646,23.0865862313698,1.25656493967353,4458,0.0914386511875949,10.9362943023777,1
"42","theOldManInTheCorner","detective",69944,2941,1308,5396,1.8347500850051,4.12538226299694,23.7823869432166,53.474006116208,2.24847094801223,158,0.0537232233934036,1.42978668649205,0.0996082580349994,34.0037402244135,2.36892213532812,6344,0.090701132334439,11.0252206809584,1
"43","theParadiseMystery","detective",76869,15307,1742,18025,1.17756581955968,10.3473019517796,5.02182008231528,44.1268656716418,8.78702640642939,530,0.0346246815182596,1.36981097711691,0.0826210826210826,6.87894427386163,0.414908211929183,5314,0.0691305988109641,14.4653744824991,1
"44","theRaynerSladeAmalgamation","detective",79730,5081,1717,6254,1.23086006691596,3.64239953407105,15.6917929541429,46.4356435643564,2.95923121723937,173,0.0340484156662074,1.38723190768845,0.0913332497177976,21.7681558748278,1.43318244440071,5714,0.0716668757055061,13.9534476723836,1
"45","theRedThumbMark","detective",74609,3474,1747,5344,1.53828439838803,3.05895821408128,21.4763960852044,42.7069261591299,1.98855180309101,145,0.0417386298215314,1.42539103861464,0.101877789542817,30.6122625215889,2.18796776050662,6854,0.0918655926228739,10.8854683396557,1
"46","theScarhavenKeep","detective",74609,4831,1644,5322,1.10163527220037,3.23722627737226,15.4438004553923,45.382603406326,2.93856447688564,175,0.0362243841854688,1.36391052017853,0.0824565400956989,21.0639619126475,1.27344235148002,5813,0.0779128523368494,12.8348529158782,1
"47","theSecretAdversary","detective",76046,7809,3240,4441,0.568702778844922,1.37067901234568,9.73825073632988,23.470987654321,2.41018518518519,278,0.0355999487770521,1.36029508455409,0.0750729821423875,13.2468946087847,0.731079523626585,6757,0.0888541146148384,11.2544028414977,1
"48","theShriekingPit","detective",100006,5194,1740,6090,1.17250673854447,3.5,19.2541393916057,57.4747126436782,2.98505747126437,377,0.0725837504813246,1.39026658400496,0.0862248265104094,26.768386599923,1.66018482864844,7234,0.0723356598604084,13.8244401437656,1
"49","theSignOfFour","detective",43445,2847,772,3266,1.14717246224096,4.23056994818653,15.2599227256761,56.2759067357513,3.68782383419689,179,0.0628731998595012,1.31785015536886,0.0622165956957072,20.1102915349491,0.949420442571127,5643,0.129888364598918,7.69891901470849,1
"50","theSpiralStaircase","detective",70956,6163,3123,5639,0.914976472497161,1.80563560678834,11.5132240791822,22.7204610951009,1.97342299071406,145,0.0235275028395262,1.37049720953831,0.0728056823947235,15.7788414733085,0.838228135648223,7335,0.103373921867073,9.67361963190184,1
